name,year,party,id
"PAWLENTY, TIMOTHY",2012,REP,P20002556
"PEDERSEN, GEORGE CHRISTIAN",2012,REP,P20003307
"PERRY, JAMES R (RICK)",2012,REP,P20003281
"PFLUGHAUPT, PHILIPP G",2012,REP,P20001988
"PHILLIPS, ALAN G ",2012,REP,P20002507
"PHILLIPS, DEAN A",2012,DEM,P60003159
"POWERS, C",2012,DEM,P20002986
"PRAPROTNIK, ROBERT L",2012,REP,P20003638
"PRATTAS, JAMES ",2012,REP,P00003236
"PROUD, JEFFREY D",2012,DEM,P20004842
"RAMOS, LUIS ALBERTO JR",2012,DEM,P20002481
"RAPP, LANE JAMESON JR",2012,REP,P20004792
"REVELIS, JOHN",2012,REP,P20002614
"RHODES, GEORGE FREDRICK",2012,REP,P20003091
"RICE, DAVID MICHAEL",2012,REP,P20003315
"ROASEAU, WARD DEREK",2012,REP,P20003695
"ROCKEFELLER, SARAH REBECCA",2012,DEM,P20004560
"ROGONE, PHILIP NICHOLAS",2012,DEM,P20003778
"ROMNEY, MITT / PAUL D. RYAN",2012,REP,P80003353
"RUDICK, CHARLES MICHAEL",2012,REP,P20002796
"RUIZ, JOSE M",2012,REP,P20002077
"RUNDBERG, JIM LENNART",2012,REP,P20002051
"SANDERA, ROBERT WILLIAM",2012,DEM,P20004909
"SANDERS, MARSHALL SAMUEL",2012,REP,P80002942
"SANTORUM, RICHARD J.",2012,REP,P20002721
"SAVARIRAYAN, FRANCIS J",2012,REP,P20003117
"SCALLETTA, PAUL",2012,REP,P20004578
"SHARKEY, JONATHON THE IMPALER",2012,REP,P80002884
"SIMS, PAUL DOUGLAS",2012,REP,P20003075
"SINGLETON, KEITH",2012,DEM,P20002101
"SLOAN, MICHAEL EMERSON",2012,REP,P20003414
"SLOAN, SAM",2012,DEM,P20004537
"SNYDER, MATTHEW BRADLEY",2012,REP,P20003356
"SORRELLS, JOHN S LT COL",2012,REP,P20002572
"STAND, ELM W",2012,DEM,P80005317
"STEPHENS, GARY MONTGOMERY",2012,DEM,P20001996
"STRICKLAND, TIMMY WAYNE",2012,REP,P20003604
"TURNER, MATTHEW ALLEN",2012,REP,P20003588
"TYLER, ALDOUS C",2012,DEM,P20003539
"VICK, CHARLES GORDON DR",2012,REP,P80002793
"WAHL, DOUGLAS WILLIAM",2012,REP,P20002739
"WAITS, RAYLON LOYD",2012,REP,P20003802
"WALTON, MICHAEL",2012,REP,P20002267
"WELLS, ROBERT CARR JR",2012,DEM,P20004065
"WILLIAMS, GEORGE WASHINGTON",2012,DEM,P80005242
"WILLIAMS, RODNEY MAURICE",2012,REP,P20003679
"WOLFE, JOHN",2012,DEM,P20004875
"WORSWICK, WINTON DANLEY",2012,REP,P20001772
"WUENSCHE, VERNON EDGAR",2012,REP,P80003817
"YOST, MICHAEL CHRISTOPHER",2012,DEM,P20003562
"ZOLLINGER, WILLIAM DAVID",2012,REP,P20002994
"ABLEIDINGER, PHILL ALEXANDER",2016,DEM,P60014461
"ABOZAID, ABDULRAQEEB",2016,DEM,P60022233
"ADAMS, JACK LYNN",2016,REP,P60009008
"ADDVENSKY, MICHAEL EDWARD",2016,REP,P60013992
"ADESHINA, YINKA ABOSEDE",2016,REP,P60004793
"ALI, AKBAR MR JR",2016,REP,P60023256
"ALLEN, ALICE",2016,DEM,P60016433
"ALLEN, BRIAN CLIFFORD MR.",2016,REP,P60017126
"ALLEN-REESE, POGO MOCHELLO MR",2016,REP,P60005121
"ALVAREZ, KENNETH MR. JR.",2016,REP,P60020815
"AMEDE, AARON",2016,DEM,P60010279
"ANDERSON, JOSEPH EDWARD DR. JR.",2016,REP,P60006053
"ANDREWS, CHARLES PERRY III",2016,REP,P60005592
"ANNA, SANTA MR. THE III",2016,REP,P60012911
"ANTLEY, RAY MILLS JR MD",2016,REP,P60007325
"ANZOLI, ARMANDO",2016,REP,P60008869
"ARENA, ROBERT JOSEPH MR. JR.",2016,DEM,P60020898
"ARMSTRONG, BRANDON CHRISTINA",2016,DEM,P60005402
"ASHE, WARREN RODERICK ",2016,DEM,P00003715
"ASKIN, RAY WILLIAM MR",2016,REP,P60008703
"ASTOR, HOWELL ALEXANDER",2016,DEM,P60007234
"AUBIN, MARK-CHRISTIAN ANTHONY MR",2016,REP,P60020906
"AUSTIN, DOROTHY JAMES",2016,DEM,P60018926
"AVERSA, RICHARD MR.",2016,DEM,P60019320
"AVILA, ISABEL GABRIELLA",2016,DEM,P60011046
"BAILEY, GEORGE BRENT JR",2016,REP,P80003957
"BATCHER, SCOTT GERALD",2016,REP,P60019833
"BAUCOM, DAVID EDWARD",2016,REP,P60008653
"BAZER, SAM CLARK",2016,DEM,P60010741
"BEATTY, KEVIN WILLIAM",2016,REP,P60020765
"BELL, JAMES",2016,DEM,P60007523
"BERHANE, DANIELLE HUSSER",2016,REP,P60007077
"BICH, PHUC DAT",2016,REP,P60018181
"BICKELMEYER, MICHAEL",2016,REP,P00004861
"BIDEN, JOE R",2016,DEM,P60012143
"BILLINGS-ELIAS, CHRISTINA GERASIMOS",2016,DEM,P80004120
"BIZGA, JOHN CARL",2016,REP,P60007218
"BIZZLE, RANDALL",2016,REP,P60010717
"BLYTH, JOHN DOUGLAS",2016,DEM,P80003114
"BONGARDT, BRUCE DAVID",2016,REP,P60017480
"BONIFICIA, ANTHONY A JR",2016,REP,P60006509
"BONPASSE, MORRISON MCKELVY",2016,DEM,P60005642
"BORDONARO, SANTIAGO GABRIEL",2016,DEM,P60022738
"BORING, PAIJ",2016,REP,P60016888
"BOSCHMA, BRADLEY JERROLD",2016,DEM,P60014149
"BOSLEY, MERIDI RICHARDSON",2016,DEM,P60007085
"BOWERS, KERRY DALE",2016,REP,P60005279
"BOWMAN, JOSEPH LEE",2016,DEM,P60012093
"BRADY, KRISTYNA",2016,REP,P60013588
"BRALICH, PHILIP A",2016,DEM,P60005014
"BRANNAN, DANIEL LESTER",2016,REP,P60009065
"BRAUL, HARRY WILLIAM III",2016,DEM,P60007630
"BREN, BIG",2016,REP,P60011301
"BREN, BMDIG",2016,REP,P60010436
"BRICENO, JAIRO I",2016,REP,P60009826
"BRISCOE, WILLIAM E MR",2016,REP,P60022795
"BROOKS, ARTHUR HERBERT MR. JR",2016,DEM,P60007341
"BROWN, KENNEDY KING MR.",2016,DEM,P60015336
"BROWN, SAMMY MUREL",2016,REP,P60002771
"BROWN, TONY MICHAEL",2016,DEM,P60017605
"BRUCATO, GEORGE JAMES",2016,DEM,P60005923
"BUCKET, BOB",2016,DEM,P60018108
"BUGARSKI, LUKA",2016,DEM,P60010113
"BUKEWIHGE, EDIE",2016,DEM,P40002909
"BURKE, STEVE",2016,DEM,P60015724
"BURKHARDT, HELEN DR.",2016,REP,P60017878
"BUSH, JEB",2016,REP,P60008059
"CAESAR, PRESIDENT EMPEROR",2016,DEM,P80003221
"CAFFREY, ANDREW AUGUSTINE IV",2016,DEM,P60005683
"CAISSIE, GARY DAVID",2016,REP,P60007135
"CAMPBELL, JOHNNIE C",2016,DEM,P60005147
"CAMPOS, ALLEN EUGENE",2016,DEM,P60014412
"CARLTON, ZEDEKIAH ALEXANDER",2016,DEM,P60013877
"CARSON, BENJAMIN S SR MD",2016,REP,P60005915
"CARTER, WILLIE FELIX",2016,DEM,P80000268
"CASTLEBERRY, FRANCIS RAYMOND",2016,REP,P60006236
"CAVANAGH, ERIC SCOTT",2016,REP,P40003584
"CHAPPELL, CHRISTOPHER A",2016,REP,P60017746
"CHEN, JAMES JYHYENN",2016,DEM,P60008034
"CHOLLETT, RICKY LEE",2016,REP,P60013430
"CHRISTENSEN, DALE H",2016,REP,P60005501
"CHRISTIE, CHRIS",2016,REP,P60008521
"CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE",2016,DEM,P00003392
"COBURN, TANNER L",2016,DEM,P60014503
"COFER, DANE TAYLOR",2016,DEM,P60015138
"COFER, DANE T. S.",2016,REP,P60015146
"COHEN, LARRY JOE (LAWRENCE)",2016,DEM,P60019569
"COLE, BRIAN ARI DR",2016,REP,P60004785
"COLE, SCOTT MICHAEL",2016,REP,P60005451
"COLLINS, JAMES CASEY",2016,DEM,P60008133
"COMLEY, STEPHEN BRADLEY,SR",2016,REP,P60014396
"COOK, TIMOTHY",2016,REP,P60015807
"COOMBS, MICHAEL ERIC",2016,REP,P60020518
"COOPER, MATTHEW JAMES",2016,REP,P60014289
"COPEN, KAREN",2016,REP,P60018488
"CORNERSTONE, DAVID REED",2016,REP,P60009164
"CORRY, MATTHEW",2016,DEM,P60016391
"COX, AUSTIN",2016,DEM,P60012291
"COXWELL, KIRSTEN",2016,DEM,P60016664
"COYNE PHD, THOMAS JOSEPH",2016,REP,P60009511
"CREWS, RICKY DANIEL",2016,REP,P60009867
"CRISP, CALEB ALLEN LORD",2016,REP,P60013364
"CROMBIE, MELODY ANNE MRS.",2016,REP,P60006780
"CRONIN, ANTHONY JOSEPH JR",2016,DEM,P20005070
"CROTZER, EZEKIEL GEORGE",2016,REP,P60004934
"CRUZ, RAFAEL EDWARD ""TED""",2016,REP,P60006111
"CUEVAS, NICK",2016,REP,P60013935
"CULLISON, BROOKS ANDREWS",2016,REP,P60007903
"DADDY, CAM SIR",2016,DEM,P60010980
"DAVID, ABRAHAM JOSEPH MR",2016,DEM,P60018843
"DAVIS, GARY GENE",2016,DEM,P60017282
"DAY, TIM (TEXAS SLIM)",2016,DEM,P20002929
"DEBATE, EMBRACE THE",2016,REP,P60016706
"DEBOW, MR PAUL W",2016,REP,P60005162
"DEFAZIO, ANTHONY LOUIS",2016,REP,P60018652
"DE  LA  FUENTE, ROQUE ROCKY",2016,REP,P60016342
"DELEONARDO, CYNTHIA RICHETTA MS.",2016,DEM,P60022019
"DELONG, PAUL",2016,REP,P60007465
"DEMARCO, ANGELO THOMAS",2016,REP,P60018462
"DENTON, BRYAN",2016,REP,P60013331
"DEWEY, JARED ALEXANDER",2016,REP,P60015955
"DIETRICH , GEORGE II",2016,DEM,P60016797
"DIETRICH, GEORGE WAYNE II",2016,DEM,P60009057
"DIETRICH, GRAYSON DEAN",2016,DEM,P60013398
"DIGGS, MICHAEL WAYNE",2016,REP,P60004975
"DONALDSON, KENNETH",2016,REP,P60006434
"DOUGLAS, DIANA LYNN",2016,REP,P60009446
"DRAKE, PATRICK ANTHONY",2016,REP,P20002309
"DRAY, JON PRESCOTT",2016,REP,P60013406
"DUBON, TODD NORMAN",2016,REP,P60008968
"DUCKWALD, WANDA GAYLE",2016,REP,P60005709
"DUFFY, COLMAN JOSEPH MR",2016,DEM,P60013505
"DUKE, DOUGLAS HEWITT",2016,REP,P60007309
"DUKE, RONALD",2016,REP,P60005782
"DUMMETT, JOHN ALBERT JR",2016,REP,P20002499
"DUNBAR, MARK OWEN MR",2016,REP,P60019718
"DURNELL, KEVIN W MR",2016,REP,P60021763
"DUTTON, KRISTI FREELAND",2016,DEM,P60005212
"EALY, LARRY ELLIS",2016,DEM,P60007093
"EBY, CHANDLER KADE",2016,REP,P60015971
EDEN,2016,DEM,P60009495
"EICHOLTZ, LILLY JEWEL MS.",2016,DEM,P60019874
"ELIJAH, ISIS",2016,REP,P60008786
"EMERY, JARED ALAN ""FLASH""",2016,DEM,P60014495
"EMRIT, RONALD SATISH",2016,DEM,P60005535
"ERWIN, NICHOLAS DALE MR.",2016,DEM,P60007028
"ESPINOSA, GEBY E",2016,REP,P60009958
"ESTRADA, LUIS CARLOS MR.",2016,DEM,P60019346
"EVANS, NICHOLAS",2016,REP,P60007002
"EVERSON, MARK",2016,REP,P60005972
"FAAS, SOURAYA",2016,DEM,P60007176
"FAKE, THIS IS",2016,REP,P60014230
"FALKENBERG, PAUL ROBERT",2016,DEM,P60017894
"FARBER, STUART ROSS",2016,REP,P60005352
"FARMER, ELMER MR. JR",2016,REP,P60008083
"FARNELL, CHRISTOPHER",2016,REP,P60009735
"FEENEY, GERALD FRANCIS",2016,REP,P60008836
"FELLURE, LOWELL JACKSON",2016,REP,P20000089
"FERRISS, JAMES HENRY DANEKER",2016,REP,P60014065
"FIGUEROA, EDWIN MR",2016,DEM,P60016680
"FIORINA, CARLY",2016,REP,P60007242
"FIRMANI, JAMES PARIS",2016,REP,P60009297
"FOR PRESIDENT, ROBERT HAINES",2016,REP,P60010097
"FORSTER, PATRICK MICHAEL MR",2016,REP,P60023264
"FORSYTH, JOHN SCOTT",2016,DEM,P60007739
"FOSTER, JOHNATHAN DOUGLAS",2016,REP,P60022068
"FOX, POGE _",2016,REP,P60019197
"FRANCO, RICHARD ALAN MR.",2016,DEM,P60009537
"FRATTERSON, TURK YOLNINETIMES MR.",2016,REP,P60008745
"FRENCH, WILLIAM D",2016,DEM,P60020849
"GARGIULO, ANDREW MICHAEL MR.",2016,DEM,P60010576
"GAVIN, TIMOTHY EUGENE MR JR",2016,DEM,P60017233
"GENDREAU, EVAN",2016,REP,P60011152
"GERACI, PIETRO SALVATORE MR.",2016,REP,P60023306
"GILMORE, JAMES S III",2016,REP,P80003379
"GLASGOW, NATHANIEL",2016,REP,P60018371
"GOAT, ANUS THE",2016,DEM,P60018595
"GOMEZ, NELSON",2016,DEM,P60023173
"GOTTFRIED, MATTHEW RYAN MR.",2016,REP,P60013117
"GOULD, MARCUS LEWIS",2016,DEM,P60013760
"GRAHAM, LINDSEY O",2016,REP,P60007697
"GREEN, DON",2016,REP,P60016425
"GREENSTEIN, MARK",2016,DEM,P60021508
"GRIBBLE, QUANCIDINE HINSON",2016,DEM,P60008323
"GUILLAUME, GREGORY MARK",2016,REP,P60021128
"GUMP, FORREST",2016,DEM,P60012846
"GUTIERREZ, KRISTOPHER JAMES DR.",2016,DEM,P60010006
"HAGERTY, TIMOTHY SHAWN MR.",2016,DEM,P60018215
"HALL, DAVID EAMES",2016,REP,P60017688
"HALLOWAY, MARK ROBERT",2016,REP,P60015104
"HAMMEL, BRIANNA MAYANN",2016,DEM,P60018934
"HANCOCK, JONATHAN RAY 'JOHN'",2016,REP,P60021201
"HANGER, EMMETT W JR",2016,REP,P60008265
"HANKINS, GERALD LAMAR MR",2016,DEM,P00004135
"HANSON, ROBERT DONALD",2016,REP,P60009552
"HARDIE, MARK CHARLES",2016,DEM,P60009719
"HARRIS, KELVIN KEITH MR.",2016,DEM,P60016276
"HART, JASON AARON",2016,DEM,P60008760
"HAWES, CALVIS L",2016,DEM,P60019106
"HAWKINS, TAMEIKA NICOLE",2016,REP,P60008679
"HAWK, JEFFREY A",2016,REP,P60015732
"HAYDEN, JAMES A",2016,REP,P20004289
"HAZZARD, SHANNONN MONROE",2016,REP,P60018314
"HENNING, GARY WAYNE MR.",2016,REP,P60015096
"HENRY, JOHN ROBERT",2016,DEM,P80001456
"HENRY, RUSSELL R",2016,REP,P60009263
"HENRY, SELDEN KENNEDY",2016,REP,P60008935
"HEWES, HENRY",2016,DEM,P80004765
"HILL, CHRISTOPHER V",2016,REP,P20002838
"HINKLE, GARY CHARLES",2016,REP,P60015534
"HODGES, SUMAYAH",2016,DEM,P60017886
"HOFFMAN, RALPH ROBBIE MR. SIR.",2016,DEM,P60008257
"HOLY, SHELLEY FAYE",2016,REP,P60022050
"HORISK, ETHAN MR.",2016,REP,P60016474
"HOTOP, TIM",2016,REP,P60016722
"HOUSE, JAMES K JR",2016,REP,P60021268
"HOUSTON, MATTHEW MONTGOMERY",2016,DEM,P60019221
"HOWARD, ALBERT",2016,REP,P80004617
"HOWARD, MILDRED (MILLIE)",2016,REP,P20000550
"HUCKABEE, MIKE",2016,REP,P80003478
"HUEY, KEVIN GLENN",2016,REP,P60017845
"HUMPHREYS, DEVIN",2016,REP,P60015849
"HUNT, EUGENE ROSELL JR",2016,REP,P20002861
"HUSTUS, TREVOR JAMES",2016,REP,P60015641
"HYDE, JUSTIN NICHOLAS MR.",2016,REP,P60005857
"ISRAEL, ABRAHAM",2016,REP,P60009834
"IWACHIW, WALTER N",2016,REP,P00004846
"JACKSON, DENNY CARROLL",2016,DEM,P60018611
"JACKSON, KRIS",2016,REP,P60015815
"JAMES, TOBUSCUS",2016,DEM,P60014107
"JANICE, HUGH NICHOLAS MR.",2016,DEM,P60011624
"JENNINGS, GERALD JOHN PROPHET II",2016,REP,P60008299
"JENSEN, NATHAN DAVID MR.",2016,REP,P60018033
"JEROBOAN, KINS",2016,REP,P60004900
"JINDAL, BOBBY",2016,REP,P60008398
"JOHNSON, AIDAN",2016,DEM,P60011194
"JOHNSON, ERIC PAUL",2016,DEM,P60013349
"JOHNSON, KRYSTAL SHANTRELL MS.",2016,DEM,P60011657
"JOHNSON, TYRONE MR",2016,REP,P60008117
"JONES, KELBY ANDREW MR.",2016,DEM,P60008737
"JONES-TAYLOR, GAYLE LOLETHA MS",2016,DEM,P60007291
"JUDD, KEITH RUSSELL",2016,DEM,P60003530
"JUDY, CODY ROBERT",2016,DEM,P20003372
"JUSTICE, BRENDA DAWN",2016,REP,P60005261
"KADEY, JOHN K MR.",2016,REP,P60022944
"KALEMKARIAN, TIMOTHY CHARLES",2016,REP,P60003175
"KALE, STEPHEN DR.",2016,DEM,P60017308
"KALINCHEVA, MAGDALINA G DR",2016,REP,P60009438
"KALINCHEVA, MAGDALINA G DR",2016,REP,P60009818
"KAMINSKY, GLENN MR.",2016,DEM,P60006418
"KARPACS, GEORGE A",2016,REP,P60019502
"KASICH, JOHN R",2016,REP,P60003670
"KEITA, MOHAMMED",2016,DEM,P60007689
"KELSO, LLOYD THOMAS",2016,DEM,P60007267
"KENNELLY, KRISTEN",2016,DEM,P60019619
"KETENBRINK, BILLY",2016,REP,P60019742
"KILTON, MICAH LEE MR,",2016,REP,P60021292
"KINLAW, MICHAEL WAYNE",2016,REP,P60004819
"KISSI, ALEXANDER OB. BISHOP",2016,REP,P60008877
"KIVIOR, AIMEE",2016,DEM,P60022365
"KNOLL, JOHN JR",2016,REP,P60021458
"KRONBERG, JOSHUA REESE",2016,DEM,P60023660
"KUBACH, NATHAN K",2016,REP,P60016490
"KURDZIEL, ANTHONY MR",2016,DEM,P60011764
"LANDE CLARK, MICHELLE MARIE MRS.",2016,DEM,P60015898
"LANG, JENNIFER MARIE DR.",2016,REP,P60008232
"LAPAN, KASEY RYAN",2016,REP,P60013901
"LAROSE, JOSUE",2016,REP,P60004777
"LAVIGNE, JONATHAN PAUL",2016,DEM,P60006095
"LAWRENCE-OSORIO, NIISA",2016,DEM,P60021037
"LAX MILLER, LORETTA",2016,DEM,P20003042
"LEE, MONROE",2016,REP,P80003734
"LEILI, ADAM DANIEL",2016,REP,P60011962
"LENTS, BRAYDYN GIOVANNI",2016,REP,P60014321
"LEONARD, JERRY L",2016,REP,P60005089
"LESSIG, LAWRENCE",2016,DEM,P60009685
"LIBRACE, DAVID",2016,REP,P60008638
"LICE, SOME",2016,REP,P60021409
"LIEGH, ZACHARIUS",2016,DEM,P60018868
"LILLARD, DAVID JAMES DR.",2016,REP,P60011038
"LILPUP, LUCY CHIMI MRS.",2016,REP,P60017225
"LINDER, MATTHEW STEVEN",2016,DEM,P60007150
"LONG, CHARLES ANTHONY",2016,REP,P60009040
"LOPEZ, AURORA",2016,REP,P20003612
"LOWE, DONALD EUGENE",2016,DEM,P60006426
"LYNCH, DENNIS M",2016,REP,P60006814
"LYNCH, DENNIS MICHAEL",2016,REP,P60006954
"LYNCH, FRANK",2016,REP,P80004567
"LYNCH, JAMES P SR",2016,REP,P60017423
"LYNCH, WILLIAM CHARLES",2016,DEM,P60015716
"MACK, RASHON D.",2016,REP,P60021789
"MALONE, YEHANNA JOAN M M",2016,REP,P00003814
"MANDELA, BARACK OBAMA MR.",2016,DEM,P60019015
"MAO, ANDREW",2016,DEM,P60016714
"MARKOVICH, BARBARA MAE ADAMS",2016,REP,P60005410
"MARTIN, HARVEY MR.",2016,DEM,P60017332
"MARTIN, JAMES RAY",2016,REP,P60008505
"MARTIN, JOHN DAVID",2016,DEM,P60011541
"MARTIN SR, ALONZO TABLET",2016,REP,P60009909
"MARTINX, ANDY",2016,REP,P60008943
"MARTISKO, MIKE BENJAMIN",2016,REP,P00003756
"MASSEY, PADDINGTON VERMON MS.",2016,DEM,P60009420
"MATHEWS, CORNELUIS",2016,REP,P60009123
"MATHIAS, LONNIE WAYNE",2016,DEM,P60018058
"MAUL, LESTER RALPH MR JR",2016,DEM,P60006913
"MAXWELL, KENNY MAI BALLZ MR",2016,REP,P60012770
"MCALLISTER, RENEE BETH",2016,DEM,P60017910
"MCCARTHY, JOHN EDWARD MR.",2016,REP,P60011293
"MCCARTHY, STEPHEN JOHN",2016,REP,P60018975
"MCCOY, MAX CAT",2016,REP,P60018579
"MCCUBBINS, LIMBERBUTT",2016,DEM,P60007366
"MCDOWELL, EDDIE",2016,REP,P40000820
"MCGEE, ROBERT DERK",2016,REP,P60015591
"MCGHEE, ROBERT MR.",2016,REP,P60013976
"MCKEEN, JEREMY MARC",2016,DEM,P60009800
"MCKOCKENER, BERRY JO MR.",2016,REP,P60011608
"MCKOWN, DARRELL MACK",2016,REP,P60007580
"MCMENEMY, MICHAEL",2016,DEM,P60007333
"MCMILLAN, JIMMY ""RENT IS TOO DAMN HIGH",2016,REP,P60016805
"MEADOWS, NATHAN EVAN",2016,REP,P60009362
"MEADOWS, SHERRY A",2016,DEM,P80003031
"MELGAR, ANTONIO ORLANDO",2016,DEM,P60018348
"MESSINA, PETER",2016,REP,P60009859
"MICHAELS, DANIEL TRAVIS",2016,DEM,P60005964
"MILLER, JASON",2016,DEM,P60016896
"MILLER, RAYMOND MELVIN",2016,REP,P60006731
"MILLS, DAVID ALLEN",2016,DEM,P60007499
"MILLS, DAVID ALLEN MR",2016,REP,P60008612
"MILLS, JESSI LYNN",2016,REP,P60013075
"MIMS, TIFFANI EL DAWN",2016,REP,P60004827
"MISSELT, STEVEN ERIK",2016,DEM,P60016532
"MITCHELL, JAMES CREIGHTON JR",2016,REP,P80003635
"MITCHELL, JAMES CREIGHTON MR JR",2016,REP,P60006012
"MOGYOROSSY, JULIUS E.",2016,DEM,P60016482
"MOLLENHOUR, GRADY DEAN REV JR",2016,DEM,P40002446
"MONDA, CHRISTOPHER",2016,DEM,P60010147
"MONTAIGNE, ETRAIN MR",2016,REP,P60017514
"MOORE, JASON THOMAS MR.",2016,REP,P60023231
"MOORE, TIMOTHY JAY MR.",2016,REP,P60006889
"MOOSE LOOKALIKE FOOL THAT WILL, DOG EA",2016,REP,P60021938
"MORCHAK, CHRISTOPHER CARNEY",2016,REP,P60019932
"MORRISSEY, JOHN FRENCH MR.",2016,REP,P60018496
"MOWERY, CONNER JAMES",2016,REP,P60023538
"MUCCI, JOSEPH",2016,DEM,P60017258
"MURPHY, ROME II",2016,DEM,P60004876
"NEAL, MICHAEL TIMOTHEY",2016,REP,P60022662
"NEGLE, THOMAS EDWARD",2016,REP,P60016466
"NELSON, EDWARD",2016,DEM,P60020120
"NEURO, XAVIER G.",2016,DEM,P60012408
"NEWLAND, K. ROSS",2016,REP,P60007937
"NEWMAN, DAN POE MR",2016,DEM,P60019478
"NORTHUP, PETER MR. II",2016,REP,P60013919
"NORWOOD, QUINON MARVIN MR. IV",2016,REP,P60018918
"NUNN, BRETT A",2016,REP,P60016821
"OELTJENBRUNS, THOMAS COLE",2016,REP,P60016862
"OGIN, FREDERICK EUGENE",2016,DEM,P40000382
"OGLE, JAMES ORLANDO III",2016,DEM,P60004322
"OLEWINE, SCOT GRANT",2016,REP,P60005691
"OLIVEREZ, ESTEBAN MIGUEL MR.",2016,REP,P60008687
"O'MALLEY, MARTIN JOSEPH",2016,DEM,P60007671
"O'NEILL, BRIAN",2016,DEM,P60015740
"O'NEILL, JAMES J",2016,REP,P60017670
"OSTROM, DAVID BRADY",2016,REP,P60013059
"OTIS, JAMES LAMBERT",2016,REP,P60019999
"OTT, SUSAN GELBER",2016,DEM,P60006962
"OWENS, DANIEL ROBERT",2016,DEM,P60005360
"PADGETT, DEVON DEEZ NUTZ",2016,REP,P60013018
"PARADISE, CHRISTOPHER JOHN SENIOR",2016,REP,P60012267
"PATAKI, GEORGE E",2016,REP,P60007572
"PATTERSON, STEPHEN MICHAEL",2016,DEM,P60008695
"PAUL, RAND",2016,REP,P40003576
"PAVILACK, HARRY",2016,DEM,P60005519
"PAYAN, JESUS JR.",2016,DEM,P60014768
"PCOLA, JOSEPH CASH",2016,DEM,P60019551
"PCOLA, SKYLAR TRISHA ALLISON HOLLY",2016,DEM,P60019601
"PEARSON, DENNIS",2016,DEM,P60017118
"PENDLETON, CATHY JOHNSON",2016,DEM,P60015013
"PERICOLO, ANTHONY AMERIGO MR.",2016,REP,P60012473
"PERKINS, ANGUS VALENTINO",2016,DEM,P60008752
"PERRY, JAMES R (RICK)",2016,REP,P20003281
"PETER, RICHARD",2016,REP,P60005634
"PETERSON, RON PETE",2016,DEM,P60021730
"PETYO, MICHAEL EDWARD",2016,REP,P60005626
"PIATT, MARTY",2016,REP,P60007283
"PINON, GILBERT PAUL",2016,DEM,P60014990
"PLEASE, BITCH",2016,REP,P60018173
"POTTER, ARTHUR (ART) JOHN IV",2016,REP,P60013448
"POWERS, C",2016,DEM,P20002986
"PRESTE, PAUL GEORGE",2016,REP,P60012325
"PRIBBLE, ROBERT LEONARD II",2016,DEM,P60009073
"PROPSNER, WILLIAM PAUL",2016,REP,P60008547
"PURDY, MASON ALAN",2016,DEM,P60018710
"PUSKAR, MICHAEL BRANDON",2016,REP,P60022043
"QUINCEL, ROBERT TODD",2016,DEM,P60015112
"RAFFONE, JOHN LOUIS MR",2016,DEM,P60006707
"RAMIE, TIFFANY KISHWANDA",2016,DEM,P60014933
"RAMOS, LUIS ALBERTO JR",2016,DEM,P20002481
"RANCK, CONNOR JORDAN",2016,REP,P60020021
"REECE, LEVI GARRETT",2016,REP,P60016730
"REEVES, RANDALL DEAN",2016,DEM,P60018009
"RHODES, LEE",2016,DEM,P60006160
"RODEO, KENNY",2016,REP,P60007887
"RODRIGUEZ, JAMES WARD",2016,REP,P60015435
"ROGERS, LORREN MR",2016,REP,P60008307
"ROHRBACKER, RUSSELL WILLIAM",2016,DEM,P60009032
"ROSE, CINDY ELLEN MS.",2016,REP,P60017738
"ROSE, RUBY SUMMER MADAME III",2016,REP,P60017597
"RUBIO, MARCO",2016,REP,P60006723
"RUNDBERG, JIM LENNART",2016,REP,P20002051
"RUSSELL, BRIAN PATRICK KETTERER",2016,REP,P60004942
"SABBAG, DOUGLAS WALTER",2016,DEM,P60006467
"SAMUELSON, VIRGIL FARLY MR.",2016,REP,P60016771
"SANDERA, ROBERT WILLIAM",2016,DEM,P20004909
"SANDERS, BERNARD",2016,DEM,P60007168
"SANITY, BRINK",2016,REP,P60010709
"SANTORUM, RICHARD J.",2016,REP,P20002721
"SCHIESS, JOHN T",2016,REP,P60005170
"SCHROEDER, WILL DR",2016,DEM,P60007390
"SCHWEIGERT, MARGARET ELIZABETH",2016,DEM,P60016292
"SCRUGGS, MICHAEL W REVEREND",2016,DEM,P60008067
"SELEY, MICHAEL TRINH MR.",2016,REP,P60019353
"SERINO, CHRISTIAN THOMAS",2016,DEM,P60015997
"SHANLEY, BRIAN JAMES",2016,REP,P60014081
"SHEPARD, JACK EDWARD",2016,DEM,P80004021
"SHERMAN, JEFFERSON WOODSON",2016,REP,P60005345
"SHERRIL, PETER WILLIAM",2016,REP,P60013281
"SHEWBERT, DUSTIN RYAN MR SR",2016,DEM,P60014024
"SHREFFLER, DOUG (I)",2016,DEM,P20005229
"SHRUM, ROBERT MR.",2016,REP,P60017993
"SHUE, NOAH",2016,DEM,P60011137
"SHUTT, ZACHARY DEREESE",2016,DEM,P60012630
"SIMMONS, MICHAEL GENE MR.",2016,REP,P60010402
"SIMS, GREGORY EVANS",2016,REP,P80005838
"SINGLETON, JEROME",2016,DEM,P60007044
